date,score_mean,score_std,score_sum,comments_mean,comments_sum,upvote_ratio_mean,engagement_mean,engagement_std,quality_mean,quality_std,vix,sp500,vix_sp500_ratio,market_volatility,market_return,vix_return,sentiment_volatility,media_herding,news_tone,event_density,polarity_skew,sentiment_volatility_norm,media_herding_norm,news_tone_norm,event_density_norm,polarity_skew_norm,BRI,BRI_MA_7,BRI_MA_30,BRI_MA_90,BRI_volatility,BRI_volatility_volatility
2024-10-15,638.0526315789474,2240.8919224690726,12123.0,62.68421052631579,1191.0,0.7763157894736842,763.421052631579,2372.154630424264,590.3436842105262,2065.3230521242126,20.639999389648438,5815.259765625,0.0035492824433493103,20.639999389648438,-0.007609466332438197,0.047715664482478326,696.363435753442,1776.4285714285713,0.7763157894736842,6370.857142857143,1.8171503464120091,0.2505832560071354,0.437014820042343,0.7568649885583524,0.4040448908550294,0.72092482020899,46.85008951735503,39.04726456444871,27.137045989678878,,8.623629147555775,
2024-10-16,229.14285714285714,516.0385921337943,4812.0,66.71428571428571,1401.0,0.8161904761904762,362.57142857142856,713.0487060102256,214.58952380952383,495.55358150735015,19.579999923706055,5842.47021484375,0.003351322164032581,19.579999923706055,0.004679145956573816,-0.051356564791082526,698.8659663643848,1638.5714285714287,0.8161904761904762,5775.714285714285,2.1188522251069943,0.2514858779075342,0.40296400846859565,0.8002070393374742,0.36627928058597437,0.8227075447973778,47.344081992453795,40.777092526346664,27.83705479011501,,9.376487715121842,
2024-10-17,183.77272727272728,344.1702142307442,4043.0,85.54545454545455,1882.0,0.8486363636363635,354.8636363636364,531.353195732103,169.2240909090909,325.1535500074811,19.110000610351562,5841.47021484375,0.003271436797159587,19.110000610351562,-0.00017116047891174713,-0.024004050826652468,711.5324150389781,1673.4285714285713,0.8486363636363635,5722.0,2.1380409153818998,0.2560544589766218,0.4115737473535639,0.8354743083003952,0.36287076655304956,0.8291810781605462,48.41533589904686,42.546207272286814,28.53423837432914,,10.100199925508013,
2024-10-19,268.3333333333333,358.8690146794088,3220.0,90.25,1083.0,0.8308333333333332,448.8333333333333,467.9422717568586,248.90083333333334,343.5625313060553,,,,,,,720.6174361592361,1478.7142857142858,0.8308333333333332,4893.714285714285,2.4794792773747916,0.25933127764684033,0.3634791813690897,0.816123188405797,0.31031075494959753,0.9443693789857026,47.28773674584939,44.329364316027416,30.210046443485954,,10.840272549608716,
2024-11-07,435.94594594594594,1978.7693979669102,16130.0,90.67567567567568,3355.0,0.8462162162162162,617.2972972972973,2486.089084674348,407.33162162162165,1860.1369240902577,15.199999809265137,5973.10009765625,0.0025447421876002674,15.199999809265137,0.007431229727488331,-0.06576525005492273,661.0154626566242,1493.142857142857,0.8462162162162162,4188.857142857143,2.4456826806662906,0.23783381969159878,0.36704304869442483,0.8328437132784959,0.2655830734643557,0.9329676942839515,46.281388118483356,43.66143607527761,40.79178923778323,,5.336972284841027,1.9681865090133088
2024-11-10,225.36363636363637,564.6333446164988,4958.0,83.95454545454545,1847.0,0.8686363636363637,393.27272727272725,736.6936548698794,210.50318181818182,536.6560098591698,,,,,,,624.4144924720342,1638.2857142857142,0.8686363636363637,5172.285714285715,2.1197097772856823,0.22463244780028396,0.40289343683839096,0.8572134387351779,0.3279878888969469,0.8229968502455279,47.10536496558133,45.05088833653398,41.66459539596597,,5.3852041580271806,2.0756146708401766
2024-11-11,2026.576923076923,5519.465721774723,52691.0,157.80769230769232,4103.0,0.7942307692307692,2342.1923076923076,6182.7250886270585,1708.1396153846154,4650.95736202643,14.970000267028809,6001.35009765625,0.0024944387551852957,14.970000267028809,0.0009690634297987444,0.002008078145122605,1926.5081512701252,2166.714285714286,0.7942307692307692,12484.714285714286,2.092639404704312,0.6942763545170959,0.5334156669019054,0.7763377926421404,0.7920081224164189,0.8138643374190493,69.7092033713401,48.81216089964131,42.68972325511753,,7.401411324600267,2.0736455514116203
2024-11-12,146.75862068965517,342.97393228436613,4256.0,59.10344827586207,1714.0,0.8110344827586207,264.9655172413793,499.9371733927189,130.79103448275862,307.25671320510787,14.710000038146973,5983.990234375,0.002458225943225217,14.710000038146973,-0.00289265965137242,-0.017368084451840793,1909.8695291917547,2345.285714285714,0.8110344827586207,12878.142857142857,2.1454105014993554,0.688275075405973,0.5775229357798165,0.7946026986506747,0.8169736746682138,0.8316672958711152,71.54965770842246,52.90873330927557,43.835638838185794,,9.005180057920663,2.0761522612118277
2024-11-13,193.61904761904762,466.8931865202657,4066.0,63.57142857142857,1335.0,0.8071428571428572,320.76190476190476,550.6352608362367,182.10238095238097,459.872140577191,14.020000457763672,5985.3798828125,0.002342374374268746,14.020000457763672,0.00023222772482434095,-0.04690683742990798,1898.8993741191775,2128.0,0.8071428571428572,12806.285714285714,2.1379226090311345,0.6843183197219541,0.5238532110091743,0.7903726708074534,0.8124138806294873,0.8291411661030904,69.91095315351026,56.61862607183194,44.91073030280172,,10.100856055504854,2.1038081009668486
2024-11-14,103.3076923076923,166.34681102582502,2686.0,51.53846153846154,1340.0,0.8350000000000001,206.3846153846154,288.32718594306385,97.10230769230769,160.04028631085842,14.3100004196167,5949.169921875,0.0024053776589905533,14.3100004196167,-0.006049734794859041,0.020684732695029018,1933.2837682412103,1840.142857142857,0.8350000000000001,10885.714285714286,2.591212087442675,0.696720208846019,0.4527522935779817,0.8206521739130436,0.6905413735586338,0.9820637741410054,68.81221542788055,59.837315687460105,45.642801166485896,,11.001933283251622,2.162050905876028
