date,source,headline,url,text,tone,goldstein_scale,actor1,actor2,event_code
2023-01-01,Bloomberg,Financial services show resilience in challenging market,https://example.com/news/20230101_9725,Energy sector gains on oil price recovery Additional context about market conditions and investor sentiment.,-1.9245767181268558,-4.757981353519696,Stock Market,Market,18
2023-01-01,Financial Times,Energy sector gains on oil price recovery,https://example.com/news/20230101_7781,Fed signals potential rate hikes amid inflation concerns Additional context about market conditions and investor sentiment.,-4.130168745005176,-1.527205417257067,Banks,Financial Sector,18
2023-01-01,Reuters,Consumer goods face headwinds from inflation,https://example.com/news/20230101_6900,Consumer goods face headwinds from inflation Additional context about market conditions and investor sentiment.,-9.919936574014098,-2.4042934379569547,Economy,Financial Sector,15
2023-01-01,CNBC,Fed signals potential rate hikes amid inflation concerns,https://example.com/news/20230101_3981,Financial services show resilience in challenging market Additional context about market conditions and investor sentiment.,3.0981594846368665,2.9299161765192827,Economy,Business,18
2023-01-01,Reuters,Market volatility spikes as investors react to economic uncertainty,https://example.com/news/20230101_7755,Tech stocks rally on strong earnings and AI optimism Additional context about market conditions and investor sentiment.,-9.554150069485651,3.6875944649153247,Federal Reserve,Market,18
2023-01-01,Financial Times,Healthcare stocks mixed amid regulatory uncertainty,https://example.com/news/20230101_7704,Market volatility spikes as investors react to economic uncertainty Additional context about market conditions and investor sentiment.,2.8195142275414997,8.608919041713964,Banks,Consumers,17
2023-01-01,Bloomberg,Energy sector gains on oil price recovery,https://example.com/news/20230101_8826,Market volatility spikes as investors react to economic uncertainty Additional context about market conditions and investor sentiment.,-4.701857023489802,0.29027458856589305,Banks,Market,14
2023-01-01,WSJ,Stocks tumble on recession fears and geopolitical tensions,https://example.com/news/20230101_6892,Central banks coordinate response to market stress Additional context about market conditions and investor sentiment.,8.034685417848209,-8.873565410489732,Economy,Business,18
2023-01-01,Bloomberg,Consumer goods face headwinds from inflation,https://example.com/news/20230101_6141,Corporate earnings disappoint as supply chain issues persist Additional context about market conditions and investor sentiment.,-5.312374752359181,6.595564637969558,Economy,Business,16
2023-01-02,Reuters,Consumer goods face headwinds from inflation,https://example.com/news/20230102_5254,Corporate earnings disappoint as supply chain issues persist Additional context about market conditions and investor sentiment.,-6.0820163167878505,0.5671402149326732,Stock Market,Financial Sector,14
2023-01-02,Reuters,Fed signals potential rate hikes amid inflation concerns,https://example.com/news/20230102_3336,Stocks tumble on recession fears and geopolitical tensions Additional context about market conditions and investor sentiment.,6.154095563681754,-8.09056579961856,Federal Reserve,Consumers,17
2023-01-02,Financial Times,Stocks tumble on recession fears and geopolitical tensions,https://example.com/news/20230102_5470,Healthcare stocks mixed amid regulatory uncertainty Additional context about market conditions and investor sentiment.,-6.949168156594981,2.715738589394552,Stock Market,Government,16
2023-01-02,CNBC,Tech stocks rally on strong earnings and AI optimism,https://example.com/news/20230102_9132,Tech stocks rally on strong earnings and AI optimism Additional context about market conditions and investor sentiment.,-5.458180929650737,8.341360704204313,Federal Reserve,Financial Sector,18
2023-01-02,Reuters,Tech stocks rally on strong earnings and AI optimism,https://example.com/news/20230102_3060,Market volatility spikes as investors react to economic uncertainty Additional context about market conditions and investor sentiment.,-3.438054257527916,-9.217247655145043,Investors,Market,16
2023-01-03,Bloomberg,Financial services show resilience in challenging market,https://example.com/news/20230103_3739,Stocks tumble on recession fears and geopolitical tensions Additional context about market conditions and investor sentiment.,1.6574289381968166,-6.795734969864872,Stock Market,Market,18
2023-01-03,CNBC,Market volatility spikes as investors react to economic uncertainty,https://example.com/news/20230103_1472,Fed signals potential rate hikes amid inflation concerns Additional context about market conditions and investor sentiment.,2.9284216727856505,-5.269578850959711,Economy,Consumers,17
2023-01-03,Financial Times,Corporate earnings disappoint as supply chain issues persist,https://example.com/news/20230103_5836,Fed signals potential rate hikes amid inflation concerns Additional context about market conditions and investor sentiment.,-7.968290729145493,2.9372974970826826,Economy,Government,14
2023-01-03,CNBC,Energy sector gains on oil price recovery,https://example.com/news/20230103_1840,Energy sector gains on oil price recovery Additional context about market conditions and investor sentiment.,3.859315908545591,0.5610146913734049,Economy,Business,16
2023-01-03,CNBC,Tech stocks rally on strong earnings and AI optimism,https://example.com/news/20230103_8036,Central banks coordinate response to market stress Additional context about market conditions and investor sentiment.,-8.593392591959066,5.986519897116807,Investors,Market,16
2023-01-03,Reuters,Tech stocks rally on strong earnings and AI optimism,https://example.com/news/20230103_2818,Healthcare stocks mixed amid regulatory uncertainty Additional context about market conditions and investor sentiment.,-9.830026499521523,1.1089170510624458,Banks,Market,16
2023-01-03,Financial Times,Consumer goods face headwinds from inflation,https://example.com/news/20230103_7193,Tech stocks rally on strong earnings and AI optimism Additional context about market conditions and investor sentiment.,-6.012639962926746,1.364578019361009,Federal Reserve,Consumers,15
2023-01-03,Financial Times,Consumer goods face headwinds from inflation,https://example.com/news/20230103_2363,Market volatility spikes as investors react to economic uncertainty Additional context about market conditions and investor sentiment.,-6.616816915100799,-8.174666695737734,Investors,Financial Sector,14
